PRODUCTO,DIA,MES,YEAR,VALOR
VESTUARIOPARALACTANTE,D8,M4,Y2016,116.6056268
VESTUARIOPARALACTANTE,D8,M5,Y2016,116.3507934
VESTUARIOPARALACTANTE,D8,M6,Y2016,112.6738477
VESTUARIOPARALACTANTE,D8,M7,Y2016,111.4165842
VESTUARIOPARALACTANTE,D8,M8,Y2016,113.5084689
VESTUARIOPARALACTANTE,D8,M9,Y2016,114.1750979
VESTUARIOPARALACTANTE,D8,M10,Y2016,113.1632448
VESTUARIOPARALACTANTE,D8,M11,Y2016,111.516037
VESTUARIOPARALACTANTE,D8,M12,Y2016,110.202654
VESTUARIOPARALACTANTE,D8,M1,Y2017,109.3914965
VESTUARIOPARALACTANTE,D8,M2,Y2017,110.1170068
VESTUARIOPARALACTANTE,D8,M3,Y2017,110.854874
VESTUARIOPARALACTANTE,D8,M4,Y2017,110.0252054
VESTUARIOPARALACTANTE,D8,M5,Y2017,107.9594074
VESTUARIOPARALACTANTE,D8,M6,Y2017,106.3496357
VESTUARIOPARALACTANTE,D8,M7,Y2017,105.3970614
VESTUARIOPARALACTANTE,D8,M8,Y2017,105.9989
VESTUARIOPARALACTANTE,D8,M9,Y2017,105.6570608
VESTUARIOPARALACTANTE,D8,M10,Y2017,104.7500703
VESTUARIOPARALACTANTE,D8,M11,Y2017,104.7753617
VESTUARIOPARALACTANTE,D8,M12,Y2017,103.8409518
VESTUARIOPARALACTANTE,D8,M1,Y2018,103.1394025
VESTUARIOPARALACTANTE,D8,M2,Y2018,103.8726488
VESTUARIOPARALACTANTE,D8,M3,Y2018,102.9278874
VESTUARIOPARALACTANTE,D8,M4,Y2018,102.0473
VESTUARIOPARALACTANTE,D8,M5,Y2018,101.9942012
VESTUARIOPARALACTANTE,D8,M6,Y2018,99.83085409
VESTUARIOPARALACTANTE,D8,M7,Y2018,99.09161733
VESTUARIOPARALACTANTE,D8,M8,Y2018,100.3568574
VESTUARIOPARALACTANTE,D8,M9,Y2018,99.57585714
VESTUARIOPARALACTANTE,D8,M10,Y2018,97.55424201
VESTUARIOPARALACTANTE,D8,M11,Y2018,95.11427291
VESTUARIOPARALACTANTE,D8,M12,Y2018,94.49485932
VESTUARIOPARALACTANTE,D8,M1,Y2019,0
VESTUARIOPARALACTANTE,D8,M2,Y2019,0
VESTUARIOPARALACTANTE,D8,M3,Y2019,0
VESTUARIOPARALACTANTE,D8,M4,Y2019,0
VESTUARIOPARALACTANTE,D8,M5,Y2019,0
VESTUARIOPARALACTANTE,D8,M6,Y2019,0
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M1,Y2014,85.67594625
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M2,Y2014,86.77206599
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M3,Y2014,85.32354157
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M4,Y2014,85.32354157
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M5,Y2014,85.32354157
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M6,Y2014,85.32354157
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M7,Y2014,85.32354157
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M8,Y2014,85.32354157
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M9,Y2014,85.32354157
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M10,Y2014,85.32354157
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M11,Y2014,85.32354157
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M12,Y2014,85.32354157
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M1,Y2015,90.04751046
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M2,Y2015,90.04336883
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M3,Y2015,89.25313567
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M4,Y2015,89.25313567
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M5,Y2015,89.25313567
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M6,Y2015,89.25313567
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M7,Y2015,89.25313567
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M8,Y2015,89.25313567
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M9,Y2015,89.25313567
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M10,Y2015,89.25313567
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M11,Y2015,89.25313567
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M12,Y2015,89.25313567
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M1,Y2016,97.68966033
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M2,Y2016,98.03989687
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M3,Y2016,98.03989687
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M4,Y2016,98.03989687
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M5,Y2016,98.03989687
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M6,Y2016,98.03989687
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M7,Y2016,98.03989687
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M8,Y2016,98.03989687
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M9,Y2016,98.03989687
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M10,Y2016,98.03989687
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M11,Y2016,98.03989687
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M12,Y2016,98.03989687
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M1,Y2017,99.92717918
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M2,Y2017,99.71837435
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M3,Y2017,99.71837435
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M4,Y2017,99.71837435
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M5,Y2017,99.71837435
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M6,Y2017,99.71837435
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M7,Y2017,99.71837435
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M8,Y2017,99.71837435
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M9,Y2017,99.71837435
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M10,Y2017,99.71837435
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M11,Y2017,99.71837435
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M12,Y2017,99.71837435
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M1,Y2018,100.5551266
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M2,Y2018,99.94953395
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M3,Y2018,99.94953395
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M4,Y2018,99.94953395
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M5,Y2018,99.94953395
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M6,Y2018,99.94953395
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M7,Y2018,99.94953395
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M8,Y2018,99.94953395
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M9,Y2018,99.94953395
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M10,Y2018,99.94953395
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M11,Y2018,99.94953395
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M12,Y2018,99.94953395
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M1,Y2019,0
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M2,Y2019,0
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M3,Y2019,0
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M4,Y2019,0
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M5,Y2019,0
UNIFORMEYROPADEPORTIVAESCOLAR,D8,M6,Y2019,0
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M1,Y2014,78.0492857
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M2,Y2014,79.68049092
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M3,Y2014,79.8203085
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M4,Y2014,79.6416527
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M5,Y2014,80.21645834
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M6,Y2014,80.06887311
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M7,Y2014,80.1387819
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M8,Y2014,80.11547897
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M9,Y2014,80.83010221
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M10,Y2014,81.42044314
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M11,Y2014,81.59133131
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M12,Y2014,81.80882534
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M1,Y2015,82.18167224
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M2,Y2015,83.08271893
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M3,Y2015,83.31574825
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M4,Y2015,83.86725097
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M5,Y2015,84.61294478
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M6,Y2015,84.62071242
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M7,Y2015,86.21307942
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M8,Y2015,86.25191764
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M9,Y2015,86.59369397
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M10,Y2015,86.84225857
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M11,Y2015,87.65009354
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M12,Y2015,87.83651699
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M1,Y2016,88.49676672
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M2,Y2016,89.11817823
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M3,Y2016,91.47954197
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M4,Y2016,91.63489485
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M5,Y2016,92.18639756
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M6,Y2016,92.69129441
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M7,Y2016,93.10297954
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M8,Y2016,93.21172655
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M9,Y2016,93.25056477
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M10,Y2016,93.38261472
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M11,Y2016,93.67001754
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M12,Y2016,93.67001754
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M1,Y2017,93.68555283
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M2,Y2017,93.91858215
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M3,Y2017,94.06616738
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M4,Y2017,94.34580256
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M5,Y2017,94.46231722
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M6,Y2017,94.58659952
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M7,Y2017,94.71088182
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M8,Y2017,94.72641711
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M9,Y2017,94.71864947
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M10,Y2017,94.97498171
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M11,Y2017,95.32452569
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M12,Y2017,95.15363752
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M1,Y2018,95.42550506
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M2,Y2018,96.00031071
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M3,Y2018,96.02361364
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M4,Y2018,100.1637678
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M5,Y2018,100.117162
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M6,Y2018,101.2900762
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M7,Y2018,101.3366821
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M8,Y2018,101.4143585
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M9,Y2018,101.5153379
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M10,Y2018,101.7405995
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M11,Y2018,102.3387081
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M12,Y2018,102.6338786
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M1,Y2019,0
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M2,Y2019,0
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M3,Y2019,0
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M4,Y2019,0
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M5,Y2019,0
ARTÍCULOSPARAREPARACIÓNDEVESTUARIO,D8,M6,Y2019,0
ACCESORIOSDEVESTIR,D8,M1,Y2014,103.0339646
ACCESORIOSDEVESTIR,D8,M2,Y2014,102.4560666
ACCESORIOSDEVESTIR,D8,M3,Y2014,102.161864
ACCESORIOSDEVESTIR,D8,M4,Y2014,101.7415745
ACCESORIOSDEVESTIR,D8,M5,Y2014,102.119835
ACCESORIOSDEVESTIR,D8,M6,Y2014,102.1408495
ACCESORIOSDEVESTIR,D8,M7,Y2014,101.6470094
ACCESORIOSDEVESTIR,D8,M8,Y2014,99.81875016
ACCESORIOSDEVESTIR,D8,M9,Y2014,100.6908508
ACCESORIOSDEVESTIR,D8,M10,Y2014,100.7223725
ACCESORIOSDEVESTIR,D8,M11,Y2014,98.61041793
ACCESORIOSDEVESTIR,D8,M12,Y2014,98.95715674
ACCESORIOSDEVESTIR,D8,M1,Y2015,98.95715674
ACCESORIOSDEVESTIR,D8,M2,Y2015,98.88360608
ACCESORIOSDEVESTIR,D8,M3,Y2015,99.08324358
ACCESORIOSDEVESTIR,D8,M4,Y2015,98.91512779
ACCESORIOSDEVESTIR,D8,M5,Y2015,99.33541727
ACCESORIOSDEVESTIR,D8,M6,Y2015,99.17780872
ACCESORIOSDEVESTIR,D8,M7,Y2015,98.52636003
ACCESORIOSDEVESTIR,D8,M8,Y2015,97.57020148
ACCESORIOSDEVESTIR,D8,M9,Y2015,98.53686727
ACCESORIOSDEVESTIR,D8,M10,Y2015,98.92563503
ACCESORIOSDEVESTIR,D8,M11,Y2015,98.70498306
ACCESORIOSDEVESTIR,D8,M12,Y2015,99.75570674
ACCESORIOSDEVESTIR,D8,M1,Y2016,99.67164885
ACCESORIOSDEVESTIR,D8,M2,Y2016,99.80824293
ACCESORIOSDEVESTIR,D8,M3,Y2016,99.46150411
ACCESORIOSDEVESTIR,D8,M4,Y2016,99.67164885
ACCESORIOSDEVESTIR,D8,M5,Y2016,100.0288949
ACCESORIOSDEVESTIR,D8,M6,Y2016,100.2180252
ACCESORIOSDEVESTIR,D8,M7,Y2016,100.1759962
ACCESORIOSDEVESTIR,D8,M8,Y2016,101.0375896
ACCESORIOSDEVESTIR,D8,M9,Y2016,101.2792561
ACCESORIOSDEVESTIR,D8,M10,Y2016,101.8046179
ACCESORIOSDEVESTIR,D8,M11,Y2016,101.4368646
ACCESORIOSDEVESTIR,D8,M12,Y2016,101.6259949
ACCESORIOSDEVESTIR,D8,M1,Y2017,99.72418503
ACCESORIOSDEVESTIR,D8,M2,Y2017,98.11657779
ACCESORIOSDEVESTIR,D8,M3,Y2017,98.13759227
ACCESORIOSDEVESTIR,D8,M4,Y2017,99.17780872
ACCESORIOSDEVESTIR,D8,M5,Y2017,98.41078043
ACCESORIOSDEVESTIR,D8,M6,Y2017,98.62092516
ACCESORIOSDEVESTIR,D8,M7,Y2017,97.06585411
ACCESORIOSDEVESTIR,D8,M8,Y2017,96.96078174
ACCESORIOSDEVESTIR,D8,M9,Y2017,96.29882582
ACCESORIOSDEVESTIR,D8,M10,Y2017,96.56150674
ACCESORIOSDEVESTIR,D8,M11,Y2017,97.46512911
ACCESORIOSDEVESTIR,D8,M12,Y2017,95.87853634
ACCESORIOSDEVESTIR,D8,M1,Y2018,101.6995456
ACCESORIOSDEVESTIR,D8,M2,Y2018,99.19882319
ACCESORIOSDEVESTIR,D8,M3,Y2018,100.2495469
ACCESORIOSDEVESTIR,D8,M4,Y2018,99.88179359
ACCESORIOSDEVESTIR,D8,M5,Y2018,99.65063437
ACCESORIOSDEVESTIR,D8,M6,Y2018,99.49302582
ACCESORIOSDEVESTIR,D8,M7,Y2018,99.21983766
ACCESORIOSDEVESTIR,D8,M8,Y2018,98.95715674
ACCESORIOSDEVESTIR,D8,M9,Y2018,100.2180252
ACCESORIOSDEVESTIR,D8,M10,Y2018,100.7223725
ACCESORIOSDEVESTIR,D8,M11,Y2018,101.0691114
ACCESORIOSDEVESTIR,D8,M12,Y2018,99.64012714
ACCESORIOSDEVESTIR,D8,M1,Y2019,0
ACCESORIOSDEVESTIR,D8,M2,Y2019,0
ACCESORIOSDEVESTIR,D8,M3,Y2019,0
ACCESORIOSDEVESTIR,D8,M4,Y2019,0
ACCESORIOSDEVESTIR,D8,M5,Y2019,0
ACCESORIOSDEVESTIR,D8,M6,Y2019,0
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M1,Y2014,75.29757524
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M2,Y2014,76.03876309
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M3,Y2014,77.06256688
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M4,Y2014,77.73440559
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M5,Y2014,78.20739356
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M6,Y2014,78.5893646
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M7,Y2014,78.75775353
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M8,Y2014,78.9219449
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M9,Y2014,78.84417404
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M10,Y2014,79.15051669
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M11,Y2014,79.23002735
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M12,Y2014,79.40289876
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M1,Y2015,79.92779222
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M2,Y2015,80.52328838
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M3,Y2015,80.49562622
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M4,Y2015,81.1057436
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M5,Y2015,81.64493918
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M6,Y2015,82.01943057
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M7,Y2015,81.99673332
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M8,Y2015,83.81517271
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M9,Y2015,84.12025799
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M10,Y2015,84.40002111
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M11,Y2015,84.77257136
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M12,Y2015,85.42819721
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M1,Y2016,86.10063612
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M2,Y2016,87.04487226
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M3,Y2016,87.87131441
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M4,Y2016,87.9609904
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M5,Y2016,88.21491474
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M6,Y2016,88.28925917
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M7,Y2016,89.00035748
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M8,Y2016,89.09551501
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M9,Y2016,89.49561346
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M10,Y2016,89.45906993
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M11,Y2016,89.83732964
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M12,Y2016,90.15015288
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M1,Y2017,90.30963385
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M2,Y2017,90.86293401
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M3,Y2017,93.15044872
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M4,Y2017,93.75782343
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M5,Y2017,94.58040609
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M6,Y2017,95.26563903
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M7,Y2017,95.52327471
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M8,Y2017,95.69708819
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M9,Y2017,96.11471766
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M10,Y2017,96.88882507
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M11,Y2017,96.97961408
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M12,Y2017,96.85704891
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M1,Y2018,97.15299831
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M2,Y2018,97.57402762
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M3,Y2018,98.7332172
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M4,Y2018,100.0747598
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M5,Y2018,100.248144
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M6,Y2018,100.5298482
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M7,Y2018,100.7897403
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M8,Y2018,100.4491638
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M9,Y2018,100.7885665
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M10,Y2018,101.0564245
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M11,Y2018,101.3923439
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M12,Y2018,101.2107659
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M1,Y2019,0
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M2,Y2019,0
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M3,Y2019,0
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M4,Y2019,0
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M5,Y2019,0
SERVICIODELIMPIEZAYREPARACIÓNDEVESTUARIO,D8,M6,Y2019,0
ZAPATILLASPARAHOMBRE,D8,M1,Y2014,116.9648676
ZAPATILLASPARAHOMBRE,D8,M2,Y2014,117.1414755
ZAPATILLASPARAHOMBRE,D8,M3,Y2014,118.5543385
ZAPATILLASPARAHOMBRE,D8,M4,Y2014,117.8100624
ZAPATILLASPARAHOMBRE,D8,M5,Y2014,118.2011227
ZAPATILLASPARAHOMBRE,D8,M6,Y2014,115.7538423
ZAPATILLASPARAHOMBRE,D8,M7,Y2014,112.0703068
ZAPATILLASPARAHOMBRE,D8,M8,Y2014,112.3604482
ZAPATILLASPARAHOMBRE,D8,M9,Y2014,112.3226037
ZAPATILLASPARAHOMBRE,D8,M10,Y2014,109.5347224
ZAPATILLASPARAHOMBRE,D8,M11,Y2014,110.4808359
ZAPATILLASPARAHOMBRE,D8,M12,Y2014,109.9636272
ZAPATILLASPARAHOMBRE,D8,M1,Y2015,106.9234489
ZAPATILLASPARAHOMBRE,D8,M2,Y2015,106.9865231
ZAPATILLASPARAHOMBRE,D8,M3,Y2015,107.6803398
ZAPATILLASPARAHOMBRE,D8,M4,Y2015,109.3454997
ZAPATILLASPARAHOMBRE,D8,M5,Y2015,112.2469146
ZAPATILLASPARAHOMBRE,D8,M6,Y2015,112.2342998
ZAPATILLASPARAHOMBRE,D8,M7,Y2015,111.7675504
ZAPATILLASPARAHOMBRE,D8,M8,Y2015,112.0450771
ZAPATILLASPARAHOMBRE,D8,M9,Y2015,112.9028867
ZAPATILLASPARAHOMBRE,D8,M10,Y2015,113.4453251
ZAPATILLASPARAHOMBRE,D8,M11,Y2015,112.2090701
ZAPATILLASPARAHOMBRE,D8,M12,Y2015,111.2881862
ZAPATILLASPARAHOMBRE,D8,M1,Y2016,108.9292097
ZAPATILLASPARAHOMBRE,D8,M2,Y2016,109.3707293
ZAPATILLASPARAHOMBRE,D8,M3,Y2016,109.812249
ZAPATILLASPARAHOMBRE,D8,M4,Y2016,109.9131678
ZAPATILLASPARAHOMBRE,D8,M5,Y2016,111.0611189
ZAPATILLASPARAHOMBRE,D8,M6,Y2016,110.392532
ZAPATILLASPARAHOMBRE,D8,M7,Y2016,109.231966
ZAPATILLASPARAHOMBRE,D8,M8,Y2016,109.3328848
ZAPATILLASPARAHOMBRE,D8,M9,Y2016,110.0014717
ZAPATILLASPARAHOMBRE,D8,M10,Y2016,110.0393163
ZAPATILLASPARAHOMBRE,D8,M11,Y2016,109.4968778
ZAPATILLASPARAHOMBRE,D8,M12,Y2016,108.7778315
ZAPATILLASPARAHOMBRE,D8,M1,Y2017,108.4120009
ZAPATILLASPARAHOMBRE,D8,M2,Y2017,108.2353931
ZAPATILLASPARAHOMBRE,D8,M3,Y2017,108.5759939
ZAPATILLASPARAHOMBRE,D8,M4,Y2017,108.7021424
ZAPATILLASPARAHOMBRE,D8,M5,Y2017,107.491117
