Fecha,DIA,MES,YEAR,Último,Media,
02.12.2013,02,12,2013,"721,425","724,815",724.8154545
03.12.2013,03,12,2013,"725,680",,
04.12.2013,04,12,2013,"725,215",,
05.12.2013,05,12,2013,"724,380",,
06.12.2013,06,12,2013,"720,905",,
09.12.2013,09,12,2013,"726,765",,
10.12.2013,10,12,2013,"731,740",,
11.12.2013,11,12,2013,"735,110",,
12.12.2013,12,12,2013,"730,420",,
13.12.2013,13,12,2013,"726,440",,
16.12.2013,16,12,2013,"724,655",,
17.12.2013,17,12,2013,"726,260",,
18.12.2013,18,12,2013,"721,680",,
19.12.2013,19,12,2013,"724,345",,
20.12.2013,20,12,2013,"724,250",,
23.12.2013,23,12,2013,"722,465",,
24.12.2013,24,12,2013,"723,200",,
25.12.2013,25,12,2013,"723,385",,
26.12.2013,26,12,2013,"718,110",,
27.12.2013,27,12,2013,"720,765",,
30.12.2013,30,12,2013,"726,465",,
31.12.2013,31,12,2013,"722,280",,
01.01.2014,01,01,2014,"722,910","733,069",733.0686957
02.01.2014,02,01,2014,"723,930",,
03.01.2014,03,01,2014,"719,510",,
06.01.2014,06,01,2014,"725,370",,
07.01.2014,07,01,2014,"722,530",,
08.01.2014,08,01,2014,"726,735",,
09.01.2014,09,01,2014,"726,275",,
10.01.2014,10,01,2014,"723,800",,
13.01.2014,13,01,2014,"721,980",,
14.01.2014,14,01,2014,"723,360",,
15.01.2014,15,01,2014,"721,040",,
16.01.2014,16,01,2014,"725,985",,
17.01.2014,17,01,2014,"729,115",,
20.01.2014,20,01,2014,"732,620",,
21.01.2014,21,01,2014,"738,420",,
22.01.2014,22,01,2014,"734,955",,
23.01.2014,23,01,2014,"749,350",,
24.01.2014,24,01,2014,"752,685",,
27.01.2014,27,01,2014,"751,275",,
28.01.2014,28,01,2014,"747,010",,
29.01.2014,29,01,2014,"749,895",,
30.01.2014,30,01,2014,"742,735",,
31.01.2014,31,01,2014,"749,095",,
03.02.2014,03,02,2014,"761,120","758,057",758.0565
04.02.2014,04,02,2014,"752,225",,
05.02.2014,05,02,2014,"755,495",,
06.02.2014,06,02,2014,"749,015",,
07.02.2014,07,02,2014,"755,040",,
10.02.2014,10,02,2014,"757,955",,
11.02.2014,11,02,2014,"755,475",,
12.02.2014,12,02,2014,"749,260",,
13.02.2014,13,02,2014,"750,745",,
14.02.2014,14,02,2014,"749,025",,
17.02.2014,17,02,2014,"749,325",,
18.02.2014,18,02,2014,"754,625",,
19.02.2014,19,02,2014,"760,780",,
20.02.2014,20,02,2014,"762,200",,
21.02.2014,21,02,2014,"762,885",,
24.02.2014,24,02,2014,"761,540",,
25.02.2014,25,02,2014,"764,315",,
26.02.2014,26,02,2014,"768,855",,
27.02.2014,27,02,2014,"769,690",,
28.02.2014,28,02,2014,"771,560",,
03.03.2014,03,03,2014,"771,390","745,298",745.2977273
04.03.2014,04,03,2014,"769,810",,
05.03.2014,05,03,2014,"770,945",,
06.03.2014,06,03,2014,"774,110",,
07.03.2014,07,03,2014,"785,560",,
10.03.2014,10,03,2014,"790,015",,
11.03.2014,11,03,2014,"798,100",,
12.03.2014,12,03,2014,"795,625",,
13.03.2014,13,03,2014,"797,315",,
14.03.2014,14,03,2014,"796,395",,
17.03.2014,17,03,2014,"794,805",,
18.03.2014,18,03,2014,"792,985",,
19.03.2014,19,03,2014,"787,855",,
20.03.2014,20,03,2014,"778,585",,
21.03.2014,21,03,2014,"775,125",,
24.03.2014,24,03,2014,"779,135",,
25.03.2014,25,03,2014,"773,070",,
26.03.2014,26,03,2014,"763,920",,
27.03.2014,27,03,2014,"759,780",,
28.03.2014,28,03,2014,"756,910",,
31.03.2014,31,03,2014,"755,340",,
01.04.2014,01,04,2014,"762,270","767,240",767.2397727
02.04.2014,02,04,2014,"761,795",,
03.04.2014,03,04,2014,"763,355",,
04.04.2014,04,04,2014,"760,860",,
07.04.2014,07,04,2014,"757,775",,
08.04.2014,08,04,2014,"753,265",,
09.04.2014,09,04,2014,"757,895",,
10.04.2014,10,04,2014,"757,575",,
11.04.2014,11,04,2014,"762,010",,
14.04.2014,14,04,2014,"760,055",,
15.04.2014,15,04,2014,"768,240",,
16.04.2014,16,04,2014,"768,410",,
17.04.2014,17,04,2014,"769,635",,
18.04.2014,18,04,2014,"769,495",,
21.04.2014,21,04,2014,"768,930",,
22.04.2014,22,04,2014,"777,220",,
23.04.2014,23,04,2014,"776,515",,
24.04.2014,24,04,2014,"774,550",,
25.04.2014,25,04,2014,"775,480",,
28.04.2014,28,04,2014,"774,610",,
29.04.2014,29,04,2014,"776,930",,
30.04.2014,30,04,2014,"782,405",,
01.05.2014,01,05,2014,"783,625","762,455",762.4545455
02.05.2014,02,05,2014,"780,750",,
05.05.2014,05,05,2014,"788,200",,
06.05.2014,06,05,2014,"789,670",,
07.05.2014,07,05,2014,"785,680",,
08.05.2014,08,05,2014,"769,560",,
09.05.2014,09,05,2014,"762,275",,
12.05.2014,12,05,2014,"758,600",,
13.05.2014,13,05,2014,"752,090",,
14.05.2014,14,05,2014,"756,625",,
15.05.2014,15,05,2014,"758,035",,
16.05.2014,16,05,2014,"756,345",,
19.05.2014,19,05,2014,"751,065",,
20.05.2014,20,05,2014,"756,685",,
21.05.2014,21,05,2014,"755,665",,
22.05.2014,22,05,2014,"755,015",,
23.05.2014,23,05,2014,"755,335",,
26.05.2014,26,05,2014,"756,425",,
27.05.2014,27,05,2014,"757,125",,
28.05.2014,28,05,2014,"748,800",,
29.05.2014,29,05,2014,"747,365",,
30.05.2014,30,05,2014,"749,065",,
02.06.2014,02,06,2014,"749,645","752,436",752.4361905
03.06.2014,03,06,2014,"749,525",,
04.06.2014,04,06,2014,"751,465",,
05.06.2014,05,06,2014,"752,885",,
06.06.2014,06,06,2014,"749,695",,
09.06.2014,09,06,2014,"747,530",,
10.06.2014,10,06,2014,"750,570",,
11.06.2014,11,06,2014,"751,350",,
12.06.2014,12,06,2014,"751,135",,
13.06.2014,13,06,2014,"753,830",,
16.06.2014,16,06,2014,"753,615",,
17.06.2014,17,06,2014,"758,345",,
18.06.2014,18,06,2014,"756,945",,
19.06.2014,19,06,2014,"758,360",,
20.06.2014,20,06,2014,"755,825",,
23.06.2014,23,06,2014,"751,500",,
24.06.2014,24,06,2014,"751,540",,
25.06.2014,25,06,2014,"750,225",,
26.06.2014,26,06,2014,"748,020",,
27.06.2014,27,06,2014,"752,740",,
30.06.2014,30,06,2014,"756,415",,
01.07.2014,01,07,2014,"755,355","757,007",757.0065217
02.07.2014,02,07,2014,"753,925",,
03.07.2014,03,07,2014,"747,095",,
04.07.2014,04,07,2014,"746,735",,
07.07.2014,07,07,2014,"748,670",,
08.07.2014,08,07,2014,"753,140",,
09.07.2014,09,07,2014,"754,335",,
10.07.2014,10,07,2014,"752,510",,
11.07.2014,11,07,2014,"754,320",,
14.07.2014,14,07,2014,"753,975",,
15.07.2014,15,07,2014,"755,325",,
16.07.2014,16,07,2014,"757,355",,
17.07.2014,17,07,2014,"764,035",,
18.07.2014,18,07,2014,"766,975",,
21.07.2014,21,07,2014,"763,940",,
22.07.2014,22,07,2014,"760,840",,
23.07.2014,23,07,2014,"758,050",,
24.07.2014,24,07,2014,"758,760",,
25.07.2014,25,07,2014,"756,650",,
28.07.2014,28,07,2014,"757,755",,
29.07.2014,29,07,2014,"759,410",,
30.07.2014,30,07,2014,"766,070",,
31.07.2014,31,07,2014,"765,925",,
01.08.2014,01,08,2014,"769,610","772,300",772.3004762
04.08.2014,04,08,2014,"767,475",,
05.08.2014,05,08,2014,"771,865",,
06.08.2014,06,08,2014,"771,575",,
07.08.2014,07,08,2014,"771,480",,
08.08.2014,08,08,2014,"771,805",,
11.08.2014,11,08,2014,"769,130",,
12.08.2014,12,08,2014,"770,070",,
13.08.2014,13,08,2014,"770,175",,
14.08.2014,14,08,2014,"772,440",,
15.08.2014,15,08,2014,"773,460",,
18.08.2014,18,08,2014,"770,875",,
19.08.2014,19,08,2014,"774,215",,
20.08.2014,20,08,2014,"773,670",,
21.08.2014,21,08,2014,"773,930",,
22.08.2014,22,08,2014,"772,810",,
25.08.2014,25,08,2014,"769,055",,
26.08.2014,26,08,2014,"771,865",,
27.08.2014,27,08,2014,"777,925",,
28.08.2014,28,08,2014,"784,315",,
29.08.2014,29,08,2014,"770,565",,
01.09.2014,01,09,2014,"776,125","766,408",766.4075
02.09.2014,02,09,2014,"773,995",,
03.09.2014,03,09,2014,"774,700",,
04.09.2014,04,09,2014,"768,155",,
05.09.2014,05,09,2014,"759,985",,
08.09.2014,08,09,2014,"757,080",,
09.09.2014,09,09,2014,"765,135",,
10.09.2014,10,09,2014,"762,065",,
11.09.2014,11,09,2014,"762,040",,
12.09.2014,12,09,2014,"769,955",,
15.09.2014,15,09,2014,"770,290",,
16.09.2014,16,09,2014,"767,675",,
17.09.2014,17,09,2014,"768,940",,
18.09.2014,18,09,2014,"772,020",,
19.09.2014,19,09,2014,"764,800",,
22.09.2014,22,09,2014,"772,750",,
23.09.2014,23,09,2014,"769,960",,
24.09.2014,24,09,2014,"763,130",,
25.09.2014,25,09,2014,"763,590",,
26.09.2014,26,09,2014,"759,705",,
29.09.2014,29,09,2014,"763,285",,
30.09.2014,30,09,2014,"755,585",,
01.10.2014,01,10,2014,"754,360","745,725",745.7254348
02.10.2014,02,10,2014,"754,660",,
03.10.2014,03,10,2014,"747,325",,
06.10.2014,06,10,2014,"757,370",,
07.10.2014,07,10,2014,"755,040",,
08.10.2014,08,10,2014,"755,095",,
09.10.2014,09,10,2014,"751,815",,
10.10.2014,10,10,2014,"749,665",,
13.10.2014,13,10,2014,"750,990",,
14.10.2014,14,10,2014,"745,805",,
15.10.2014,15,10,2014,"755,910",,
16.10.2014,16,10,2014,"754,480",,
17.10.2014,17,10,2014,"748,645",,
20.10.2014,20,10,2014,"749,700",,
21.10.2014,21,10,2014,"741,765",,
22.10.2014,22,10,2014,"740,890",,
23.10.2014,23,10,2014,"738,870",,
24.10.2014,24,10,2014,"740,335",,
27.10.2014,27,10,2014,"743,190",,
28.10.2014,28,10,2014,"737,200",,
29.10.2014,29,10,2014,"730,090",,
30.10.2014,30,10,2014,"727,800",,
31.10.2014,31,10,2014,"720,685",,
03.11.2014,03,11,2014,"727,230","741,658",741.65825
04.11.2014,04,11,2014,"734,570",,
05.11.2014,05,11,2014,"735,985",,
06.11.2014,06,11,2014,"732,960",,
07.11.2014,07,11,2014,"730,455",,
10.11.2014,10,11,2014,"730,015",,
11.11.2014,11,11,2014,"736,770",,
12.11.2014,12,11,2014,"739,460",,
13.11.2014,13,11,2014,"743,275",,
14.11.2014,14,11,2014,"743,835",,
17.11.2014,17,11,2014,"741,905",,
18.11.2014,18,11,2014,"748,915",,
19.11.2014,19,11,2014,"754,505",,
20.11.2014,20,11,2014,"752,025",,
21.11.2014,21,11,2014,"736,030",,
24.11.2014,24,11,2014,"741,865",,
25.11.2014,25,11,2014,"747,235",,
26.11.2014,26,11,2014,"749,280",,
27.11.2014,27,11,2014,"749,375",,
28.11.2014,28,11,2014,"757,475",,
01.12.2014,01,12,2014,"763,705","753,661",753.6606522
02.12.2014,02,12,2014,"760,960",,
03.12.2014,03,12,2014,"750,405",,
04.12.2014,04,12,2014,"755,020",,
05.12.2014,05,12,2014,"752,335",,
08.12.2014,08,12,2014,"753,185",,
09.12.2014,09,12,2014,"760,140",,
10.12.2014,10,12,2014,"766,645",,
11.12.2014,11,12,2014,"766,125",,
12.12.2014,12,12,2014,"770,340",,
15.12.2014,15,12,2014,"770,055",,
16.12.2014,16,12,2014,"776,730",,
17.12.2014,17,12,2014,"760,945",,
18.12.2014,18,12,2014,"755,100",,
19.12.2014,19,12,2014,"747,770",,
22.12.2014,22,12,2014,"744,350",,
23.12.2014,23,12,2014,"742,545",,
24.12.2014,24,12,2014,"742,035",,
25.12.2014,25,12,2014,"743,740",,
26.12.2014,26,12,2014,"740,025",,
29.12.2014,29,12,2014,"739,370",,
30.12.2014,30,12,2014,"738,415",,
31.12.2014,31,12,2014,"734,255",,
01.01.2015,01,01,2015,"734,105","722,846",722.8459091
02.01.2015,02,01,2015,"736,510",,
05.01.2015,05,01,2015,"736,715",,
06.01.2015,06,01,2015,"732,895",,
07.01.2015,07,01,2015,"727,085",,
08.01.2015,08,01,2015,"722,705",,
09.01.2015,09,01,2015,"727,645",,
12.01.2015,12,01,2015,"729,535",,
13.01.2015,13,01,2015,"729,280",,
14.01.2015,14,01,2015,"737,820",,
15.01.2015,15,01,2015,"727,510",,
16.01.2015,16,01,2015,"726,430",,
19.01.2015,19,01,2015,"728,970",,
20.01.2015,20,01,2015,"726,380",,
21.01.2015,21,01,2015,"729,325",,
22.01.2015,22,01,2015,"709,840",,
23.01.2015,23,01,2015,"701,060",,
26.01.2015,26,01,2015,"700,670",,
27.01.2015,27,01,2015,"709,475",,
28.01.2015,28,01,2015,"702,950",,
29.01.2015,29,01,2015,"710,490",,
30.01.2015,30,01,2015,"715,215",,
02.02.2015,02,02,2015,"714,545","706,722",706.72225
03.02.2015,03,02,2015,"718,210",,
04.02.2015,04,02,2015,"711,255",,
05.02.2015,05,02,2015,"716,025",,
06.02.2015,06,02,2015,"710,335",,
09.02.2015,09,02,2015,"707,015",,
10.02.2015,10,02,2015,"709,240",,
11.02.2015,11,02,2015,"713,985",,
12.02.2015,12,02,2015,"709,180",,
13.02.2015,13,02,2015,"704,475",,
16.02.2015,16,02,2015,"705,795",,
17.02.2015,17,02,2015,"708,695",,
18.02.2015,18,02,2015,"706,390",,
19.02.2015,19,02,2015,"704,330",,
20.02.2015,20,02,2015,"700,870",,
23.02.2015,23,02,2015,"706,075",,
24.02.2015,24,02,2015,"701,775",,
25.02.2015,25,02,2015,"701,145",,
26.02.2015,26,02,2015,"693,940",,
27.02.2015,27,02,2015,"691,165",,
02.03.2015,02,03,2015,"689,470","680,593",680.5925
03.03.2015,03,03,2015,"689,670",,
04.03.2015,04,03,2015,"685,645",,
05.03.2015,05,03,2015,"684,390",,
06.03.2015,06,03,2015,"678,460",,
09.03.2015,09,03,2015,"681,645",,
10.03.2015,10,03,2015,"680,020",,
11.03.2015,11,03,2015,"672,950",,
12.03.2015,12,03,2015,"674,345",,
13.03.2015,13,03,2015,"671,680",,
16.03.2015,16,03,2015,"677,225",,
17.03.2015,17,03,2015,"679,680",,
18.03.2015,18,03,2015,"691,110",,
19.03.2015,19,03,2015,"682,645",,
20.03.2015,20,03,2015,"683,625",,
23.03.2015,23,03,2015,"683,280",,
