date,day,month,year, value,k
12/2/2013,2.00,12.00,2013.00,3.2025,3.321485714
12/3/2013,3.00,12.00,2013.00,3.197,
12/4/2013,4.00,12.00,2013.00,3.263,
12/5/2013,5.00,12.00,2013.00,3.2465,
12/6/2013,6.00,12.00,2013.00,3.2625,
12/9/2013,9.00,12.00,2013.00,3.2805,
12/10/2013,10.00,12.00,2013.00,3.2865,
12/11/2013,11.00,12.00,2013.00,3.3175,
12/12/2013,12.00,12.00,2013.00,3.314,
12/13/2013,13.00,12.00,2013.00,3.334,
12/16/2013,16.00,12.00,2013.00,3.3565,
12/17/2013,17.00,12.00,2013.00,3.3475,
12/18/2013,18.00,12.00,2013.00,3.34,
12/19/2013,19.00,12.00,2013.00,3.3175,
12/20/2013,20.00,12.00,2013.00,3.326,
12/23/2013,23.00,12.00,2013.00,3.332,
12/24/2013,24.00,12.00,2013.00,3.398,
12/26/2013,26.00,12.00,2013.00,3.4205,
12/27/2013,27.00,12.00,2013.00,3.406,
12/30/2013,30.00,12.00,2013.00,3.3977,
12/31/2013,31.00,12.00,2013.00,3.4055,
1/2/2014,2.00,1.00,2014.00,3.3815,3.313666667
1/3/2014,3.00,1.00,2014.00,3.355,
1/6/2014,6.00,1.00,2014.00,3.3595,
1/7/2014,7.00,1.00,2014.00,3.3595,
1/8/2014,8.00,1.00,2014.00,3.3425,
1/9/2014,9.00,1.00,2014.00,3.299,
1/10/2014,10.00,1.00,2014.00,3.3415,
1/13/2014,13.00,1.00,2014.00,3.3465,
1/14/2014,14.00,1.00,2014.00,3.336,
1/15/2014,15.00,1.00,2014.00,3.358,
1/16/2014,16.00,1.00,2014.00,3.3425,
1/17/2014,17.00,1.00,2014.00,3.3445,
1/21/2014,21.00,1.00,2014.00,3.351,
1/22/2014,22.00,1.00,2014.00,3.337,
1/23/2014,23.00,1.00,2014.00,3.2855,
1/24/2014,24.00,1.00,2014.00,3.2715,
1/27/2014,27.00,1.00,2014.00,3.259,
1/28/2014,28.00,1.00,2014.00,3.253,
1/29/2014,29.00,1.00,2014.00,3.2405,
1/30/2014,30.00,1.00,2014.00,3.2265,
1/31/2014,31.00,1.00,2014.00,3.197,
2/3/2014,3.00,2.00,2014.00,3.1835,3.239368421
2/4/2014,4.00,2.00,2014.00,3.192,
2/5/2014,5.00,2.00,2014.00,3.1885,
2/6/2014,6.00,2.00,2014.00,3.229,
2/7/2014,7.00,2.00,2014.00,3.236,
2/10/2014,10.00,2.00,2014.00,3.2245,
2/11/2014,11.00,2.00,2014.00,3.215,
2/12/2014,12.00,2.00,2014.00,3.256,
2/13/2014,13.00,2.00,2014.00,3.25,
2/14/2014,14.00,2.00,2014.00,3.2645,
2/18/2014,18.00,2.00,2014.00,3.2855,
2/19/2014,19.00,2.00,2014.00,3.2855,
2/20/2014,20.00,2.00,2014.00,3.279,
2/21/2014,21.00,2.00,2014.00,3.291,
2/24/2014,24.00,2.00,2014.00,3.27,
2/25/2014,25.00,2.00,2014.00,3.2522,
2/26/2014,26.00,2.00,2014.00,3.2329,
2/27/2014,27.00,2.00,2014.00,3.2152,
2/28/2014,28.00,2.00,2014.00,3.1977,
3/3/2014,3.00,3.00,2014.00,3.172,3.0126
3/4/2014,4.00,3.00,2014.00,3.2145,
3/6/2014,6.00,3.00,2014.00,3.218,
3/7/2014,7.00,3.00,2014.00,3.0825,
3/10/2014,10.00,3.00,2014.00,3.0315,
3/11/2014,11.00,3.00,2014.00,2.952,
3/12/2014,12.00,3.00,2014.00,2.962,
3/13/2014,13.00,3.00,2014.00,2.923,
3/14/2014,14.00,3.00,2014.00,2.9505,
3/17/2014,17.00,3.00,2014.00,2.952,
3/18/2014,18.00,3.00,2014.00,2.9515,
3/19/2014,19.00,3.00,2014.00,2.987,
3/20/2014,20.00,3.00,2014.00,2.9285,
3/21/2014,21.00,3.00,2014.00,2.9505,
3/24/2014,24.00,3.00,2014.00,2.9455,
3/25/2014,25.00,3.00,2014.00,3.0055,
3/26/2014,26.00,3.00,2014.00,2.9655,
3/27/2014,27.00,3.00,2014.00,2.993,
3/28/2014,28.00,3.00,2014.00,3.0415,
3/31/2014,31.00,3.00,2014.00,3.0255,
4/1/2014,1.00,4.00,2014.00,3.0345,3.049861905
4/2/2014,2.00,4.00,2014.00,3.0455,
4/3/2014,3.00,4.00,2014.00,3.027,
4/4/2014,4.00,4.00,2014.00,3.0225,
4/7/2014,7.00,4.00,2014.00,3.0395,
4/8/2014,8.00,4.00,2014.00,3.051,
4/9/2014,9.00,4.00,2014.00,3.037,
4/10/2014,10.00,4.00,2014.00,3.045,
4/11/2014,11.00,4.00,2014.00,3.0415,
4/14/2014,14.00,4.00,2014.00,3.0475,
4/15/2014,15.00,4.00,2014.00,2.9875,
4/16/2014,16.00,4.00,2014.00,3.0255,
4/17/2014,17.00,4.00,2014.00,3.045,
4/21/2014,21.00,4.00,2014.00,3.043,
4/22/2014,22.00,4.00,2014.00,3.0535,
4/23/2014,23.00,4.00,2014.00,3.059,
4/24/2014,24.00,4.00,2014.00,3.1205,
4/25/2014,25.00,4.00,2014.00,3.1182,
4/28/2014,28.00,4.00,2014.00,3.1032,
4/29/2014,29.00,4.00,2014.00,3.0728,
4/30/2014,30.00,4.00,2014.00,3.0279,
5/1/2014,1.00,5.00,2014.00,3.0215,3.118095238
5/2/2014,2.00,5.00,2014.00,3.07,
5/5/2014,5.00,5.00,2014.00,3.0535,
5/6/2014,6.00,5.00,2014.00,3.057,
5/7/2014,7.00,5.00,2014.00,3.0325,
5/8/2014,8.00,5.00,2014.00,3.0625,
5/9/2014,9.00,5.00,2014.00,3.083,
5/12/2014,12.00,5.00,2014.00,3.1495,
5/13/2014,13.00,5.00,2014.00,3.1355,
5/14/2014,14.00,5.00,2014.00,3.16,
5/15/2014,15.00,5.00,2014.00,3.1445,
5/16/2014,16.00,5.00,2014.00,3.147,
5/19/2014,19.00,5.00,2014.00,3.167,
5/20/2014,20.00,5.00,2014.00,3.145,
5/21/2014,21.00,5.00,2014.00,3.123,
5/22/2014,22.00,5.00,2014.00,3.142,
5/23/2014,23.00,5.00,2014.00,3.1675,
5/27/2014,27.00,5.00,2014.00,3.1775,
5/28/2014,28.00,5.00,2014.00,3.1735,
5/29/2014,29.00,5.00,2014.00,3.1445,
5/30/2014,30.00,5.00,2014.00,3.1235,
6/2/2014,2.00,6.00,2014.00,3.1705,3.099580952
6/3/2014,3.00,6.00,2014.00,3.137,
6/4/2014,4.00,6.00,2014.00,3.093,
6/5/2014,5.00,6.00,2014.00,3.0905,
6/6/2014,6.00,6.00,2014.00,3.051,
6/9/2014,9.00,6.00,2014.00,3.0435,
6/10/2014,10.00,6.00,2014.00,3.053,
6/11/2014,11.00,6.00,2014.00,3.0405,
6/12/2014,12.00,6.00,2014.00,3.0155,
6/13/2014,13.00,6.00,2014.00,3.0295,
6/16/2014,16.00,6.00,2014.00,3.05,
6/17/2014,17.00,6.00,2014.00,3.061,
6/18/2014,18.00,6.00,2014.00,3.06,
6/19/2014,19.00,6.00,2014.00,3.0785,
6/20/2014,20.00,6.00,2014.00,3.1215,
6/23/2014,23.00,6.00,2014.00,3.1495,
6/24/2014,24.00,6.00,2014.00,3.151,
6/25/2014,25.00,6.00,2014.00,3.1668,
6/26/2014,26.00,6.00,2014.00,3.1681,
6/27/2014,27.00,6.00,2014.00,3.1604,
6/30/2014,30.00,6.00,2014.00,3.2004,
7/1/2014,1.00,7.00,2014.00,3.204,3.237477273
7/2/2014,2.00,7.00,2014.00,3.265,
7/3/2014,3.00,7.00,2014.00,3.2795,
7/7/2014,7.00,7.00,2014.00,3.261,
7/8/2014,8.00,7.00,2014.00,3.257,
7/9/2014,9.00,7.00,2014.00,3.248,
7/10/2014,10.00,7.00,2014.00,3.267,
7/11/2014,11.00,7.00,2014.00,3.269,
7/14/2014,14.00,7.00,2014.00,3.249,
7/15/2014,15.00,7.00,2014.00,3.2495,
7/16/2014,16.00,7.00,2014.00,3.2145,
7/17/2014,17.00,7.00,2014.00,3.2205,
7/18/2014,18.00,7.00,2014.00,3.1845,
7/21/2014,21.00,7.00,2014.00,3.199,
7/22/2014,22.00,7.00,2014.00,3.208,
7/23/2014,23.00,7.00,2014.00,3.207,
7/24/2014,24.00,7.00,2014.00,3.2665,
7/25/2014,25.00,7.00,2014.00,3.2405,
7/28/2014,28.00,7.00,2014.00,3.2435,
7/29/2014,29.00,7.00,2014.00,3.219,
7/30/2014,30.00,7.00,2014.00,3.2415,
7/31/2014,31.00,7.00,2014.00,3.231,
8/1/2014,1.00,8.00,2014.00,3.2145,3.16477619
8/4/2014,4.00,8.00,2014.00,3.244,
8/5/2014,5.00,8.00,2014.00,3.2045,
8/6/2014,6.00,8.00,2014.00,3.166,
8/7/2014,7.00,8.00,2014.00,3.176,
8/8/2014,8.00,8.00,2014.00,3.1735,
8/11/2014,11.00,8.00,2014.00,3.1745,
8/12/2014,12.00,8.00,2014.00,3.1545,
8/13/2014,13.00,8.00,2014.00,3.112,
8/14/2014,14.00,8.00,2014.00,3.091,
8/15/2014,15.00,8.00,2014.00,3.103,
8/18/2014,18.00,8.00,2014.00,3.109,
8/19/2014,19.00,8.00,2014.00,3.0885,
8/20/2014,20.00,8.00,2014.00,3.177,
8/21/2014,21.00,8.00,2014.00,3.176,
8/22/2014,22.00,8.00,2014.00,3.2045,
8/25/2014,25.00,8.00,2014.00,3.218,
8/26/2014,26.00,8.00,2014.00,3.1913,
8/27/2014,27.00,8.00,2014.00,3.1862,
8/28/2014,28.00,8.00,2014.00,3.1409,
8/29/2014,29.00,8.00,2014.00,3.1554,
9/2/2014,2.00,9.00,2014.00,3.155,3.096166667
9/3/2014,3.00,9.00,2014.00,3.127,
9/4/2014,4.00,9.00,2014.00,3.151,
9/5/2014,5.00,9.00,2014.00,3.1695,
9/8/2014,8.00,9.00,2014.00,3.1685,
9/9/2014,9.00,9.00,2014.00,3.102,
9/10/2014,10.00,9.00,2014.00,3.1105,
9/11/2014,11.00,9.00,2014.00,3.0925,
9/12/2014,12.00,9.00,2014.00,3.1065,
9/15/2014,15.00,9.00,2014.00,3.0855,
9/16/2014,16.00,9.00,2014.00,3.166,
9/17/2014,17.00,9.00,2014.00,3.1435,
9/18/2014,18.00,9.00,2014.00,3.094,
9/19/2014,19.00,9.00,2014.00,3.0915,
9/22/2014,22.00,9.00,2014.00,3.0385,
9/23/2014,23.00,9.00,2014.00,3.035,
9/24/2014,24.00,9.00,2014.00,3.0535,
9/25/2014,25.00,9.00,2014.00,3.03,
9/26/2014,26.00,9.00,2014.00,3.0355,
9/29/2014,29.00,9.00,2014.00,3.0565,
9/30/2014,30.00,9.00,2014.00,3.0075,
10/1/2014,1.00,10.00,2014.00,3.036,3.034173913
10/2/2014,2.00,10.00,2014.00,2.9985,
10/3/2014,3.00,10.00,2014.00,2.9985,
10/6/2014,6.00,10.00,2014.00,3.0355,
10/7/2014,7.00,10.00,2014.00,3.039,
10/8/2014,8.00,10.00,2014.00,3.0035,
10/9/2014,9.00,10.00,2014.00,3.03,
10/10/2014,10.00,10.00,2014.00,3.035,
10/13/2014,13.00,10.00,2014.00,3.0405,
10/14/2014,14.00,10.00,2014.00,3.09,
10/15/2014,15.00,10.00,2014.00,3.009,
10/16/2014,16.00,10.00,2014.00,2.9815,
10/17/2014,17.00,10.00,2014.00,3.0035,
10/20/2014,20.00,10.00,2014.00,2.988,
10/21/2014,21.00,10.00,2014.00,3.028,
10/22/2014,22.00,10.00,2014.00,3.0175,
10/23/2014,23.00,10.00,2014.00,3.04,
10/24/2014,24.00,10.00,2014.00,3.041,
10/27/2014,27.00,10.00,2014.00,3.064,
10/28/2014,28.00,10.00,2014.00,3.093,
10/29/2014,29.00,10.00,2014.00,3.1045,
10/30/2014,30.00,10.00,2014.00,3.0625,
10/31/2014,31.00,10.00,2014.00,3.047,
11/3/2014,3.00,11.00,2014.00,3.065,3.010163158
11/4/2014,4.00,11.00,2014.00,3.0185,
11/5/2014,5.00,11.00,2014.00,3.0075,
11/6/2014,6.00,11.00,2014.00,3.0175,
11/7/2014,7.00,11.00,2014.00,3.0385,
11/10/2014,10.00,11.00,2014.00,3.02,
11/11/2014,11.00,11.00,2014.00,3.033,
11/12/2014,12.00,11.00,2014.00,3.025,
11/13/2014,13.00,11.00,2014.00,2.9945,
11/14/2014,14.00,11.00,2014.00,3.0465,
11/17/2014,17.00,11.00,2014.00,3.0395,
11/18/2014,18.00,11.00,2014.00,3.002,
11/19/2014,19.00,11.00,2014.00,3.045,
11/20/2014,20.00,11.00,2014.00,3.0195,
11/21/2014,21.00,11.00,2014.00,3.0315,
11/24/2014,24.00,11.00,2014.00,3.0016,
11/25/2014,25.00,11.00,2014.00,2.9636,
11/26/2014,26.00,11.00,2014.00,2.9636,
11/28/2014,28.00,11.00,2014.00,2.8608,
12/1/2014,1.00,12.00,2014.00,2.9205,2.89317619
12/2/2014,2.00,12.00,2014.00,2.909,
12/3/2014,3.00,12.00,2014.00,2.887,
12/4/2014,4.00,12.00,2014.00,2.9265,
12/5/2014,5.00,12.00,2014.00,2.9175,
12/8/2014,8.00,12.00,2014.00,2.9025,
12/9/2014,9.00,12.00,2014.00,2.9395,
12/10/2014,10.00,12.00,2014.00,2.9075,
12/11/2014,11.00,12.00,2014.00,2.936,
12/12/2014,12.00,12.00,2014.00,2.945,
12/15/2014,15.00,12.00,2014.00,2.8925,
12/16/2014,16.00,12.00,2014.00,2.8725,
12/17/2014,17.00,12.00,2014.00,2.8825,
12/18/2014,18.00,12.00,2014.00,2.867,
12/19/2014,19.00,12.00,2014.00,2.902,
12/22/2014,22.00,12.00,2014.00,2.9,
12/23/2014,23.00,12.00,2014.00,2.895,
12/24/2014,24.00,12.00,2014.00,2.8703,
12/26/2014,26.00,12.00,2014.00,2.8266,
12/29/2014,29.00,12.00,2014.00,2.8292,
12/31/2014,31.00,12.00,2014.00,2.8281,
1/2/2015,2.00,1.00,2015.00,2.8175,2.627421053
1/5/2015,5.00,1.00,2015.00,2.766,
1/6/2015,6.00,1.00,2015.00,2.767,
1/7/2015,7.00,1.00,2015.00,2.7585,
1/8/2015,8.00,1.00,2015.00,2.7695,
1/9/2015,9.00,1.00,2015.00,2.7545,
1/12/2015,12.00,1.00,2015.00,2.7255,
1/13/2015,13.00,1.00,2015.00,2.644,
1/14/2015,14.00,1.00,2015.00,2.5055,
1/15/2015,15.00,1.00,2015.00,2.558,
1/16/2015,16.00,1.00,2015.00,2.617,
1/20/2015,20.00,1.00,2015.00,2.594,
1/21/2015,21.00,1.00,2015.00,2.6125,
1/22/2015,22.00,1.00,2015.00,2.5785,
1/23/2015,23.00,1.00,2015.00,2.5015,
1/26/2015,26.00,1.00,2015.00,2.543,
1/27/2015,27.00,1.00,2015.00,2.4625,
1/29/2015,29.00,1.00,2015.00,2.4515,
1/30/2015,30.00,1.00,2015.00,2.4945,
2/2/2015,2.00,2.00,2015.00,2.49,2.601394737
2/3/2015,3.00,2.00,2015.00,2.5815,
2/4/2015,4.00,2.00,2015.00,2.591,
2/5/2015,5.00,2.00,2015.00,2.595,
2/6/2015,6.00,2.00,2015.00,2.5855,
2/9/2015,9.00,2.00,2015.00,2.5805,
2/10/2015,10.00,2.00,2015.00,2.5515,
2/11/2015,11.00,2.00,2015.00,2.541,
2/12/2015,12.00,2.00,2015.00,2.602,
2/13/2015,13.00,2.00,2015.00,2.605,
2/17/2015,17.00,2.00,2015.00,2.5815,
2/18/2015,18.00,2.00,2015.00,2.6145,
2/19/2015,19.00,2.00,2015.00,2.62,
2/20/2015,20.00,2.00,2015.00,2.5945,
2/23/2015,23.00,2.00,2015.00,2.5925,
2/24/2015,24.00,2.00,2015.00,2.6463,
2/25/2015,25.00,2.00,2015.00,2.6555,
2/26/2015,26.00,2.00,2015.00,2.7023,
2/27/2015,27.00,2.00,2015.00,2.6964,
3/2/2015,2.00,3.00,2015.00,2.6975,2.694272727
3/3/2015,3.00,3.00,2015.00,2.6565,
3/4/2015,4.00,3.00,2015.00,2.6595,
3/5/2015,5.00,3.00,2015.00,2.6525,
3/6/2015,6.00,3.00,2015.00,2.609,
3/9/2015,9.00,3.00,2015.00,2.6705,
3/10/2015,10.00,3.00,2015.00,2.624,
3/11/2015,11.00,3.00,2015.00,2.606,
3/12/2015,12.00,3.00,2015.00,2.6585,
3/13/2015,13.00,3.00,2015.00,2.6635,
3/16/2015,16.00,3.00,2015.00,2.6675,
3/17/2015,17.00,3.00,2015.00,2.633,
3/18/2015,18.00,3.00,2015.00,2.5705,
3/19/2015,19.00,3.00,2015.00,2.66,
3/20/2015,20.00,3.00,2015.00,2.761,
3/23/2015,23.00,3.00,2015.00,2.7895,
3/24/2015,24.00,3.00,2015.00,2.803,
3/25/2015,25.00,3.00,2015.00,2.792,
3/26/2015,26.00,3.00,2015.00,2.811,
3/27/2015,27.00,3.00,2015.00,2.7675,
3/30/2015,30.00,3.00,2015.00,2.7815,
3/31/2015,31.00,3.00,2015.00,2.74,
4/1/2015,1.00,4.00,2015.00,2.7485,2.743638095
4/2/2015,2.00,4.00,2015.00,2.734,
4/6/2015,6.00,4.00,2015.00,2.717,
4/7/2015,7.00,4.00,2015.00,2.763,
4/8/2015,8.00,4.00,2015.00,2.7315,
4/9/2015,9.00,4.00,2015.00,2.729,
4/10/2015,10.00,4.00,2015.00,2.734,
4/13/2015,13.00,4.00,2015.00,2.719,
4/14/2015,14.00,4.00,2015.00,2.7,
4/15/2015,15.00,4.00,2015.00,2.7125,
4/16/2015,16.00,4.00,2015.00,2.774,
4/17/2015,17.00,4.00,2015.00,2.774,
4/20/2015,20.00,4.00,2015.00,2.7325,
4/21/2015,21.00,4.00,2015.00,2.702,
4/22/2015,22.00,4.00,2015.00,2.6655,
4/23/2015,23.00,4.00,2015.00,2.694,
4/24/2015,24.00,4.00,2015.00,2.748,
4/27/2015,27.00,4.00,2015.00,2.7714,
4/28/2015,28.00,4.00,2015.00,2.7826,
4/29/2015,29.00,4.00,2015.00,2.7974,
4/30/2015,30.00,4.00,2015.00,2.8865,
5/1/2015,1.00,5.00,2015.00,2.9295,2.871775
5/4/2015,4.00,5.00,2015.00,2.9205,
5/5/2015,5.00,5.00,2015.00,2.935,
5/6/2015,6.00,5.00,2015.00,2.926,
5/7/2015,7.00,5.00,2015.00,2.918,
5/8/2015,8.00,5.00,2015.00,2.9205,
5/11/2015,11.00,5.00,2015.00,2.903,
5/12/2015,12.00,5.00,2015.00,2.9315,
5/13/2015,13.00,5.00,2015.00,2.929,
5/14/2015,14.00,5.00,2015.00,2.9235,
5/15/2015,15.00,5.00,2015.00,2.9245,
5/18/2015,18.00,5.00,2015.00,2.9065,
5/19/2015,19.00,5.00,2015.00,2.8375,
5/20/2015,20.00,5.00,2015.00,2.829,
5/21/2015,21.00,5.00,2015.00,2.8485,
5/22/2015,22.00,5.00,2015.00,2.811,
5/26/2015,26.00,5.00,2015.00,2.778,
5/27/2015,27.00,5.00,2015.00,2.7685,
5/28/2015,28.00,5.00,2015.00,2.7675,
5/29/2015,29.00,5.00,2015.00,2.728,
6/1/2015,1.00,6.00,2015.00,2.72,2.655813636
6/2/2015,2.00,6.00,2015.00,2.736,
6/3/2015,3.00,6.00,2015.00,2.7265,
6/4/2015,4.00,6.00,2015.00,2.687,
6/5/2015,5.00,6.00,2015.00,2.6925,
6/8/2015,8.00,6.00,2015.00,2.6965,
6/9/2015,9.00,6.00,2015.00,2.714,
6/10/2015,10.00,6.00,2015.00,2.747,
6/11/2015,11.00,6.00,2015.00,2.669,
6/12/2015,12.00,6.00,2015.00,2.678,
6/15/2015,15.00,6.00,2015.00,2.647,
6/16/2015,16.00,6.00,2015.00,2.6155,
6/17/2015,17.00,6.00,2015.00,2.604,
6/18/2015,18.00,6.00,2015.00,2.606,
6/19/2015,19.00,6.00,2015.00,2.569,
6/22/2015,22.00,6.00,2015.00,2.567,
6/23/2015,23.00,6.00,2015.00,2.613,
6/24/2015,24.00,6.00,2015.00,2.6245,
